IDs,length,Exptl.,resolution,R-factor,FreeRvalue
3VA4A,132,XRAY,1.54,0.16,0.2
3VAAA,199,XRAY,1.7,0.17,0.2
3VAYA,230,XRAY,1.979,0.21,0.22
3VBAA,176,XRAY,2,0.2,0.24
3VBCA,162,XRAY,1.8,0.18,0.22
3VBJA,205,XRAY,1.8,0.18,0.23
3VBZA,118,XRAY,1.76,0.18,0.23
3VC1A,312,XRAY,1.82,0.17,0.19
3VC3A,344,XRAY,1.766,0.17,0.2
3VC5A,441,XRAY,1.5,0.14,0.18
3VC8A,94,XRAY,2,0.22,0.26
3VCAA,412,XRAY,1.59,0.17,0.19
3VCRA,217,XRAY,1.84,0.18,0.21
3VCXA,164,XRAY,1.39,0.15,0.19
3VDJA,77,XRAY,1.698,0.17,0.2
3VE9A,215,XRAY,1.45,0.19,0.21
3VEJA,41,XRAY,1.23,0.18,0.2
3VENA,576,XRAY,1.57,0.15,0.18
3VFIA,104,XRAY,1.75,0.2,0.23
3VFZA,86,XRAY,1.901,0.2,0.24
3VG7A,132,XRAY,1.44,0.17,0.22
3VGIA,319,XRAY,1.07,0.13,0.16
3VGLA,321,XRAY,1.55,0.18,0.2
3VGPA,164,XRAY,1.75,0.23,0.25
3VGZA,353,XRAY,1.7,0.22,0.24
3VHJA,172,XRAY,1.9,0.22,0.23
3VHSA,29,XRAY,1.9,0.21,0.26
3VI6A,125,XRAY,1.59,0.19,0.22
3VIIA,487,XRAY,0.97,0.13,0.14
3VJ9A,343,XRAY,1.52,0.16,0.21
3VK0A,114,XRAY,1.88,0.18,0.23
3VK5A,286,XRAY,1.39,0.17,0.19
3VK6A,101,XRAY,1.9,0.23,0.24
3VK8A,295,XRAY,2,0.21,0.23
3VKJA,368,XRAY,1.7,0.19,0.22
3VKUA,326,XRAY,1.96,0.21,0.26
3VKWA,446,XRAY,1.9,0.18,0.23
3VL1A,420,XRAY,1.6,0.16,0.23
3VL9A,229,XRAY,1.2,0.13,0.16
3VLAA,413,XRAY,0.95,0.13,0.15
3VMKA,375,XRAY,1.48,0.2,0.23
3VMNA,643,XRAY,1.6,0.15,0.18
3VMVA,326,XRAY,1.54,0.17,0.19
3VN0A,51,XRAY,1.37,0.18,0.22
3VN3A,223,XRAY,0.95,0.11,0.13
3VN5A,257,XRAY,1.98,0.21,0.24
3VNIA,294,XRAY,1.98,0.17,0.22
3VNRA,544,XRAY,1.75,0.19,0.21
3VOQA,125,XRAY,2,0.2,0.22
3VORA,182,XRAY,0.9,0.12,0.13
3VOTA,425,XRAY,1.8,0.2,0.24
3VP5A,189,XRAY,1.9,0.21,0.27
3VP9A,92,XRAY,1.799,0.22,0.26
3VPBA,282,XRAY,1.8,0.19,0.23
3VPBE,56,XRAY,1.8,0.19,0.23
3VPDA,281,XRAY,1.95,0.2,0.24
3VPGA,310,XRAY,1.8,0.19,0.23
3VPPA,132,XRAY,1.642,0.19,0.23
3VPSA,321,XRAY,1.9,0.19,0.23
3VPYA,145,XRAY,1.7,0.19,0.23
3VPZA,331,XRAY,1.69,0.2,0.25
3VQJA,219,XRAY,1.2,0.14,0.17
3VQTA,548,XRAY,1.8,0.18,0.22
3VRCA,131,XRAY,1,0.13,0.15
3VRDA,174,XRAY,1.5,0.16,0.2
3VRDB,401,XRAY,1.5,0.16,0.2
3VRPA,331,XRAY,1.52,0.18,0.21
3VS8A,410,XRAY,1.76,0.18,0.23
3VSNA,659,XRAY,2,0.17,0.19
3VSVA,638,XRAY,1.48,0.15,0.17
3VTFA,444,XRAY,2,0.18,0.22
3VTHA,761,XRAY,2,0.21,0.24
3VTOA,115,XRAY,1.44,0.16,0.2
3VTXA,184,XRAY,1.75,0.16,0.2
3VU9A,245,XRAY,1.75,0.18,0.23
3VU9B,213,XRAY,1.75,0.18,0.23
3VUBA,101,XRAY,1.4,0.19,0.22
3VUPA,351,XRAY,1.05,0.14,0.16
3VURA,204,XRAY,1.365,0.16,0.18
3VUSA,268,XRAY,1.65,0.21,0.26
3VUXE,35,XRAY,1.699,0.17,0.2
3VV1A,160,XRAY,1.5,0.15,0.18
3VV3A,334,XRAY,1.76,0.17,0.2
3VV5A,260,XRAY,1.9,0.19,0.24
3VVIA,21,XRAY,1.25,0.15,0.2
3VVMA,394,XRAY,1.7,0.19,0.21
3VVVA,123,XRAY,1.35,0.16,0.19
3VVYA,194,XRAY,1.63,0.19,0.23
3VWCA,149,XRAY,1.5,0.2,0.23
3VWNX,392,XRAY,1.2,0.13,0.15
3VX0A,478,XRAY,1.5,0.19,0.2
3VXCA,436,XRAY,1.85,0.17,0.21
3VXGA,327,XRAY,1.7,0.19,0.22
3VXVA,69,XRAY,2,0.19,0.22
3VYGA,126,XRAY,1.72,0.19,0.22
3VYGB,157,XRAY,1.72,0.19,0.22
3VYGC,243,XRAY,1.72,0.19,0.22
3VYKA,129,XRAY,1.5,0.21,0.22
3VYPA,269,XRAY,1.4,0.17,0.2
3VZ9B,106,XRAY,1.03,0.19,0.21
3VZ9D,73,XRAY,1.03,0.19,0.21
3VZAE,39,XRAY,1.898,0.17,0.22
3VZHA,244,XRAY,1.7,0.18,0.23
3VZXA,228,XRAY,1.54,0.18,0.23
3W01A,235,XRAY,1.54,0.18,0.22
3W06A,272,XRAY,1.15,0.13,0.16
3W07A,252,XRAY,1.03,0.12,0.14
3W0EA,68,XRAY,1.8,0.21,0.26
3W0FA,287,XRAY,2,0.2,0.23
3W0KA,330,XRAY,1.6,0.18,0.19
3W0OA,349,XRAY,1.5,0.18,0.21
3W0TA,187,XRAY,1.351,0.18,0.2
3W15A,368,XRAY,1.8,0.19,0.22
3W15B,101,XRAY,1.8,0.19,0.22
3W1EA,360,XRAY,2,0.21,0.23
3W1OA,119,XRAY,1.85,0.19,0.22
3W20A,273,XRAY,1.77,0.21,0.24
3W25A,336,XRAY,1.32,0.16,0.18
3W2ZA,198,XRAY,1.8,0.2,0.22
3W34A,211,XRAY,1.91,0.21,0.24
3W36A,531,XRAY,1.97,0.21,0.24
3W42A,199,XRAY,1.06,0.13,0.15
3W4RA,554,XRAY,1.7,0.15,0.16
3W4SA,273,XRAY,1.78,0.2,0.24
3W56A,131,XRAY,1.6,0.21,0.25
3W5FA,718,XRAY,1.65,0.13,0.18
3W5JA,204,XRAY,1.932,0.19,0.23
3W5NA,1043,XRAY,1.8,0.16,0.19
3W5SA,371,XRAY,1.49,0.15,0.18
3W61A,108,XRAY,1.59,0.18,0.21
3W6BA,183,XRAY,1.9,0.19,0.23
3W6SA,243,XRAY,1.9,0.17,0.19
3W6WA,620,XRAY,1.394,0.18,0.2
3W77A,208,XRAY,1.66,0.18,0.21
3W7TA,760,XRAY,1.5,0.16,0.18
3W7YA,21,XRAY,0.92,0.16,0.18
3W7YB,30,XRAY,0.92,0.16,0.18
3W9SA,131,XRAY,1.7,0.17,0.17
3WA1A,389,XRAY,1.75,0.17,0.21
3WA2X,621,XRAY,1.08,0.13,0.15
3WA4A,98,XRAY,1.35,0.18,0.21
3WADA,419,XRAY,2,0.2,0.25
3WAEA,330,XRAY,1.7,0.2,0.24
3WARA,340,XRAY,1.04,0.14,0.17
3WASA,390,XRAY,1.5,0.16,0.18
3WCQA,97,XRAY,0.97,0.15,0.17
3WCXA,298,XRAY,2,0.16,0.2
3WCZA,308,XRAY,1.3,0.15,0.16
3WDCA,153,XRAY,1.18,0.12,0.16
3WDFA,226,XRAY,1.48,0.15,0.19
3WDHA,710,XRAY,1.75,0.17,0.2
3WDNA,125,XRAY,0.86,0.11,0.14
3WDQA,355,XRAY,1.3,0.14,0.16
3WDSA,263,XRAY,1.72,0.15,0.18
3WDWA,298,XRAY,1.8,0.19,0.22
3WE0A,580,XRAY,1.9,0.21,0.25
3WE5A,173,XRAY,1.7,0.2,0.23
3WE9A,274,XRAY,1.92,0.21,0.23
3WEBA,132,XRAY,1.7,0.22,0.27
3WEOA,913,XRAY,1.45,0.12,0.15
3WEUA,726,XRAY,1.93,0.14,0.18
3WFIA,312,XRAY,1.997,0.19,0.22
3WFWA,138,XRAY,1.65,0.15,0.17
3WG3A,178,XRAY,1.35,0.14,0.16
3WG9A,224,XRAY,1.97,0.2,0.25
3WGTA,347,XRAY,1.88,0.19,0.23
3WGXA,113,XRAY,0.92,0.14,0.16
3WGXC,20,XRAY,0.92,0.14,0.16
3WH1A,206,XRAY,1,0.15,0.15
3WH2A,147,XRAY,1.3,0.13,0.16
3WHJA,122,XRAY,1.65,0.16,0.2
3WHRA,418,XRAY,1.58,0.17,0.18
3WHRB,185,XRAY,1.58,0.17,0.18
3WI7A,304,XRAY,1.7,0.19,0.22
3WIHA,97,XRAY,1.701,0.19,0.24
3WISA,199,XRAY,1.901,0.16,0.19
3WITA,82,XRAY,1.95,0.2,0.23
3WIWA,402,XRAY,1.35,0.13,0.16
3WJ1A,305,XRAY,1.5,0.16,0.18
3WJ2A,308,XRAY,1.61,0.19,0.23
3WJPA,338,XRAY,1.533,0.17,0.18
3WJTA,178,XRAY,1.55,0.21,0.24
3WKGA,412,XRAY,1.47,0.17,0.19
3WKQA,323,XRAY,1.15,0.12,0.14
3WKXA,669,XRAY,2,0.23,0.28
3WKYA,687,XRAY,1.801,0.18,0.2
3WLIA,609,XRAY,1.45,0.15,0.16
3WMDA,160,XRAY,1.999,0.22,0.27
3WMIA,57,XRAY,1.9,0.18,0.23
3WMIB,37,XRAY,1.9,0.18,0.23
3WMQA,94,XRAY,1.6,0.21,0.22
3WMRA,315,XRAY,1.95,0.17,0.21
3WMTA,522,XRAY,1.5,0.14,0.17
3WMVB,153,XRAY,1.05,0.14,0.15
3WN4A,811,XRAY,1.81,0.17,0.21
3WN7B,35,XRAY,1.57,0.19,0.22
3WNDA,370,XRAY,1.55,0.18,0.21
3WNOA,710,XRAY,1.9,0.17,0.2
3WNVA,330,XRAY,1.75,0.19,0.21
3WNZA,470,XRAY,1.9,0.2,0.24
3WOLA,698,XRAY,1.74,0.19,0.24
3WP4A,228,XRAY,1.27,0.14,0.17
3WP9A,226,XRAY,1.6,0.2,0.24
3WPCA,802,XRAY,1.6,0.19,0.22
3WPUA,542,XRAY,1.6,0.16,0.19
3WPWA,187,XRAY,2,0.19,0.24
3WQ6A,507,XRAY,1.8,0.16,0.18
3WQBA,600,XRAY,1.41,0.19,0.21
3WQBB,148,XRAY,1.41,0.19,0.21
3WQCA,390,XRAY,1.5,0.12,0.15
3WR2A,101,XRAY,1.75,0.17,0.2
3WRZA,367,XRAY,1.8,0.18,0.22
3WS7A,306,XRAY,1.18,0.17,0.19
3WSGA,252,XRAY,1.996,0.18,0.21
3WT0A,402,XRAY,2,0.21,0.24
3WU2B,504,XRAY,1.9,0.16,0.19
3WU2H,63,XRAY,1.9,0.16,0.19
3WU2I,38,XRAY,1.9,0.16,0.19
3WU2T,32,XRAY,1.9,0.16,0.19
3WU4A,200,XRAY,1.7,0.16,0.18
3WUCA,137,XRAY,1.6,0.18,0.22
3WUDA,136,XRAY,1.68,0.2,0.25
3WUGA,313,XRAY,1.88,0.2,0.21
3WUPA,38,XRAY,1.6,0.17,0.23
3WURA,171,XRAY,1.45,0.17,0.2
3WUZA,120,XRAY,1.3,0.15,0.18
3WV7A,218,XRAY,1.6,0.17,0.2
3WVAA,170,XRAY,1.4,0.15,0.19
3WVQA,447,XRAY,1.955,0.2,0.23
3WVSA,401,XRAY,1.4,0.17,0.19
3WVTA,189,XRAY,1.601,0.2,0.2
3WVZA,201,XRAY,1.88,0.21,0.23
3WW3A,256,XRAY,1.9,0.19,0.22
3WWCA,364,XRAY,1.49,0.15,0.17
3WWHA,330,XRAY,1.65,0.15,0.17
3WWLA,54,XRAY,1.2,0.15,0.15
3WWNA,269,XRAY,1.85,0.18,0.21
3WWQC,44,XRAY,1.9,0.21,0.23
3WWTB,119,XRAY,2,0.23,0.27
3WWXA,349,XRAY,1.49,0.15,0.16
3WX4A,100,XRAY,1.9,0.21,0.23
3WX7A,402,XRAY,1.349,0.17,0.2
3WXBA,279,XRAY,1.98,0.21,0.23
3WXLA,518,XRAY,1.9,0.21,0.25
3WXYA,417,XRAY,1.706,0.17,0.2
3WY2A,538,XRAY,1.471,0.16,0.18
3WYDA,228,XRAY,1.53,0.19,0.23
3WYEA,256,XRAY,1.58,0.18,0.2
3WZ1A,282,XRAY,1.6,0.15,0.17
3WZ3A,144,XRAY,1.5,0.18,0.21
3WZSA,163,XRAY,1.7,0.2,0.25
3X0FA,93,XRAY,1.471,0.2,0.24
3X0IA,170,XRAY,0.91,0.14,1
3X0TA,119,XRAY,1.17,0.13,0.17
3X0UA,446,XRAY,1.7,0.15,0.18
3X0VA,541,XRAY,1.9,0.16,0.19
3X2MA,180,XRAY,0.64,0.12,0.13
3X30A,227,XRAY,1.921,0.16,0.18
3X34A,94,XRAY,0.76,0.11,0.13
3X38A,89,XRAY,1.801,0.21,0.23
3X44A,332,XRAY,1.9,0.21,0.26
3ZBDA,113,XRAY,1.49,0.18,0.21
3ZBGA,457,XRAY,1.85,0.16,0.2
3ZBHA,99,XRAY,1.94,0.21,0.26
3ZBOA,241,XRAY,1.58,0.17,0.2
3ZBQA,333,XRAY,1.7,0.17,0.2
3ZCWA,348,XRAY,1.691,0.2,0.23
3ZD2A,125,XRAY,1.99,0.22,0.25
3ZDBA,251,XRAY,1.47,0.2,0.23
3ZDMA,72,XRAY,1.803,0.19,0.23
3ZDSA,433,XRAY,1.7,0.2,0.25
3ZEUA,231,XRAY,1.653,0.16,0.19
3ZEUE,337,XRAY,1.653,0.16,0.19
3ZF8A,305,XRAY,1.98,0.19,0.24
3ZFDA,351,XRAY,1.71,0.17,0.2
3ZFIA,104,XRAY,1.98,0.19,0.23
3ZFPA,148,XRAY,1.25,0.16,0.21
3ZG9A,47,XRAY,1.804,0.18,0.21
3ZG9B,537,XRAY,1.804,0.18,0.21
3ZGHA,205,XRAY,2,0.18,0.2
3ZGJA,371,XRAY,1.95,0.18,0.21
3ZH4A,419,XRAY,1.8,0.16,0.2
3ZH5A,134,XRAY,1.801,0.2,0.23
3ZHFA,124,XRAY,1.7,0.19,0.23
3ZHIA,83,XRAY,1.6,0.14,0.18
3ZHNA,159,XRAY,1.4,0.16,0.2
3ZHOA,197,XRAY,1.2,0.15,0.17
3ZI1A,330,XRAY,1.9,0.17,0.2
3ZIBA,103,XRAY,1.9,0.19,0.23
3ZIDA,373,XRAY,2,0.18,0.23
3ZIEA,86,XRAY,2,0.19,0.24
3ZIHA,95,XRAY,2,0.19,0.25
3ZITA,78,XRAY,1.18,0.15,0.2
3ZIYA,468,XRAY,1.01,0.11,0.12
3ZJ0A,206,XRAY,1.8,0.2,0.23
3ZJAA,140,XRAY,1.48,0.19,0.23
3ZJBA,197,XRAY,1.84,0.17,0.2
3ZJEA,366,XRAY,1.84,0.18,0.22
3ZK4A,571,XRAY,1.65,0.15,0.17
3ZL8A,437,XRAY,1.65,0.17,0.22
3ZLBA,398,XRAY,1.78,0.15,0.19
3ZLCA,252,XRAY,1.999,0.17,0.21
3ZM6A,465,XRAY,1.84,0.23,0.26
3ZMDA,178,XRAY,1.95,0.22,0.24
3ZMRA,475,XRAY,1.43,0.12,0.16
3ZN3A,291,XRAY,1.9,0.21,0.26
3ZN4A,173,XRAY,1.26,0.16,0.18
3ZN6A,291,XRAY,1.53,0.17,0.2
3ZNUA,94,XRAY,1.65,0.16,0.19
3ZNVA,275,XRAY,1.3,0.13,0.15
3ZO9A,593,XRAY,1.84,0.16,0.2
3ZOJA,279,XRAY,0.88,0.1,0.11
3ZOQB,56,XRAY,1.45,0.14,0.18
3ZPGA,382,XRAY,1.99,0.21,0.24
3ZPIA,436,XRAY,1.63,0.18,0.22
3ZPXA,458,XRAY,1.99,0.18,0.23
3ZPYA,248,XRAY,1.43,0.16,0.2
3ZQ5A,520,XRAY,1.95,0.18,0.22
3ZQKA,199,XRAY,1.7,0.16,0.2
3ZQOA,72,XRAY,1.68,0.18,0.23
3ZQSA,186,XRAY,2,0.18,0.21
3ZQXA,146,XRAY,1.04,0.17,0.17
3ZR8X,65,XRAY,0.9,0.13,0.15
3ZRGA,67,XRAY,1.75,0.19,0.24
3ZRIA,171,XRAY,1.8,0.19,0.22
3ZRJX,20,XRAY,1.94,0.18,0.23
3ZRPA,384,XRAY,1.75,0.22,0.26
3ZRXB,115,XRAY,1.25,0.15,0.2
3ZRZC,20,XRAY,1.7,0.18,0.22
3ZS7A,300,XRAY,2,0.22,0.27
3ZSCA,340,XRAY,1.94,0.18,0.24
3ZSJA,138,XRAY,0.86,0.13,0.14
3ZSSA,695,XRAY,1.8,0.23,0.25
3ZSUA,130,XRAY,1.6,0.16,0.19
3ZT9A,193,XRAY,1.75,0.15,0.19
3ZTPA,142,XRAY,1.37,0.14,0.16
3ZTVA,579,XRAY,1.3,0.2,0.23
3ZUCA,153,XRAY,1.001,0.12,0.14
3ZUDA,228,XRAY,1.25,0.16,0.18
3ZUIA,150,XRAY,1.71,0.2,0.22
3ZUZA,365,XRAY,1.5,0.17,0.19
3ZV4A,281,XRAY,1.8,0.19,0.23
3ZVLA,416,XRAY,1.65,0.17,0.22
3ZVSA,160,XRAY,1.396,0.14,0.16
3ZW5A,147,XRAY,1.6,0.17,0.2
3ZWFA,368,XRAY,1.7,0.19,0.21
3ZWQA,313,XRAY,2,0.21,0.24
3ZX1A,481,XRAY,1.95,0.16,0.21
3ZX3A,452,XRAY,1.7,0.18,0.23
3ZX4A,259,XRAY,1.74,0.17,0.22
3ZXCA,77,XRAY,1.4,0.16,0.19
3ZXFA,138,XRAY,1.38,0.18,0.23
3ZXKA,542,XRAY,1.44,0.17,0.21
3ZXNA,123,XRAY,1.9,0.19,0.24
3ZXOA,129,XRAY,1.9,0.19,0.24
3ZXYA,282,XRAY,1.58,0.16,0.17
3ZY2A,362,XRAY,1.54,0.21,0.24
3ZY7A,122,XRAY,1.09,0.16,0.18
3ZYLA,271,XRAY,1.7,0.17,0.19
3ZYPA,218,XRAY,1.5,0.19,0.22
3ZYQA,226,XRAY,1.48,0.17,0.21
3ZYRA,261,XRAY,1.65,0.16,0.19
3ZYWA,111,XRAY,1.84,0.2,0.25
3ZZOA,95,XRAY,1.15,0.13,0.15
3ZZPA,77,XRAY,0.96,0.11,0.14
3ZZSA,65,XRAY,1.49,0.15,0.18
3ZZYA,130,XRAY,1.4,0.22,0.23
4A02A,166,XRAY,0.95,0.1,0.12
4A0DA,531,XRAY,1.75,0.17,0.2
4A0PA,628,XRAY,1.9,0.18,0.21
4A0SA,447,XRAY,1.9,0.2,0.25
4A0TA,228,XRAY,1.9,0.16,0.2
4A0ZA,190,XRAY,1.9,0.2,0.23
4A14A,344,XRAY,1.6,0.18,0.21
4A1KA,165,XRAY,1.75,0.19,0.21
4A1RA,149,XRAY,1.92,0.22,0.29
4A1XC,21,XRAY,1.9,0.18,0.18
4A20A,98,XRAY,1.78,0.2,0.25
4A29A,258,XRAY,1.1,0.12,0.14
4A2BA,419,XRAY,1.8,0.18,0.22
4A2VA,131,XRAY,1.44,0.17,0.19
4A37A,388,XRAY,1.6,0.2,0.21
4A3PA,217,XRAY,1.4,0.16,0.22
4A3UA,358,XRAY,1.7,0.24,0.3
4A3ZA,161,XRAY,1.55,0.13,0.17
4A41A,161,XRAY,1.55,0.19,0.22
4A42A,149,XRAY,1.55,0.2,0.24
4A4AA,914,XRAY,1.9,0.17,0.21
4A4JA,69,XRAY,1.25,0.14,0.18
4A4YA,146,XRAY,1.57,0.18,0.2
4A56A,93,XRAY,1.24,0.17,0.19
4A57A,611,XRAY,2,0.17,0.21
4A5NA,131,XRAY,1.81,0.18,0.22
4A5SA,740,XRAY,1.62,0.16,0.18
4A5UA,160,XRAY,2,0.17,0.2
4A5UB,88,XRAY,2,0.17,0.2
4A5XA,86,XRAY,1.91,0.2,0.23
4A6HA,120,XRAY,1.449,0.19,0.23
4A6QA,143,XRAY,1.5,0.19,0.21
4A6RA,459,XRAY,1.349,0.14,0.16
4A7KA,900,XRAY,2,0.17,0.22
4A7UA,153,XRAY,0.98,0.14,0.15
4A7WA,240,XRAY,1.8,0.19,0.23
4A8TA,339,XRAY,1.59,0.16,0.18
4A8XA,88,XRAY,1.9,0.19,0.23
4A8XB,40,XRAY,1.9,0.19,0.23
4A94C,53,XRAY,1.7,0.21,0.23
4A9VA,592,XRAY,1.1,0.12,0.12
4AAAA,331,XRAY,1.53,0.18,0.21
4AAZA,47,XRAY,1.4,0.12,0.14
4AB4A,362,XRAY,1.5,0.16,0.18
4ABLA,183,XRAY,1.15,0.16,0.19
4ABMA,79,XRAY,1.8,0.23,0.28
4AC1X,283,XRAY,1.3,0.18,0.2
4AC7B,126,XRAY,1.5,0.12,0.15
4ACFA,486,XRAY,2,0.17,0.2
4ACIA,191,XRAY,1.65,0.14,0.2
4ACJA,167,XRAY,0.97,0.12,0.14
4ACOA,956,XRAY,1.89,0.19,0.23
4ADIA,473,XRAY,1.8,0.17,0.18
4ADMA,495,XRAY,1.65,0.16,0.18
4ADNA,222,XRAY,1.65,0.17,0.2
4ADZA,136,XRAY,1.7,0.19,0.23
4AE2A,256,XRAY,1.68,0.16,0.21
4AE4A,118,XRAY,1.65,0.15,0.19
4AE5A,167,XRAY,1.85,0.21,0.26
4AE7A,220,XRAY,1.45,0.14,0.17
4AE8A,211,XRAY,1.594,0.19,0.22
4AEQA,98,XRAY,1.892,0.21,0.22
4AF8A,367,XRAY,1.4,0.15,0.18
4AFFA,116,XRAY,1.05,0.13,0.14
4AFHA,230,XRAY,1.88,0.17,0.21
4AFJX,30,XRAY,1.98,0.18,0.22
4AFKA,458,XRAY,1.897,0.17,0.21
4AFMA,134,XRAY,1.25,0.16,0.17
4AG1A,226,XRAY,1.4,0.14,0.17
4AG7A,165,XRAY,1.55,0.18,0.21
4AGHA,158,XRAY,1.787,0.18,0.2
4AGIA,315,XRAY,1.6,0.15,0.18
4AGKA,158,XRAY,1.81,0.18,0.23
4AIKA,151,XRAY,1.85,0.2,0.23
4AIVA,119,XRAY,2,0.2,0.24
4AIWA,154,XRAY,1.5,0.15,0.19
4AJ8A,105,XRAY,1.54,0.18,0.21
4AJYB,118,XRAY,1.73,0.19,0.23
4AJYC,97,XRAY,1.73,0.19,0.23
4AJYV,163,XRAY,1.73,0.19,0.23
4AK2A,288,XRAY,1.35,0.16,0.19
4AK8A,155,XRAY,1.4,0.18,0.22
4AL0A,152,XRAY,1.16,0.12,0.13
4ALZA,198,XRAY,1.4,0.19,0.23
4AMMA,401,XRAY,1.4,0.18,0.2
4AMWA,1027,XRAY,1.9,0.21,0.25
4AN6A,185,XRAY,1.94,0.19,0.24
4ANNA,215,XRAY,1.05,0.14,0.18
4ANOA,219,XRAY,1.7,0.21,0.25
4ANRA,323,XRAY,1.84,0.18,0.21
4AO6A,259,XRAY,1.6,0.19,0.22
4AO9A,454,XRAY,1.5,0.17,0.18
4AOHA,124,XRAY,1.041,0.17,0.19
4AORD,37,XRAY,1.702,0.18,0.22
4AP9A,201,XRAY,1.783,0.2,0.22
4APOA,165,XRAY,1.895,0.18,0.23
4APXB,242,XRAY,1.65,0.16,0.19
4AQ4A,419,XRAY,1.8,0.16,0.19
4AQLA,476,XRAY,1.99,0.18,0.21
4AQNA,357,XRAY,1.98,0.19,0.24
4AQOA,92,XRAY,0.99,0.12,0.15
4AQRD,57,XRAY,1.95,0.22,0.25
4AR9A,394,XRAY,1.69,0.17,0.22
4ARCA,880,XRAY,2,0.21,0.26
4ARUA,413,XRAY,1.45,0.16,0.19
4ASCA,315,XRAY,1.78,0.18,0.23
4ASLA,259,XRAY,1.24,0.12,0.15
4ASMB,363,XRAY,1.5,0.16,0.19
4AT0A,510,XRAY,1.6,0.16,0.17
4AT7A,364,XRAY,1.902,0.19,0.21
4AT7B,383,XRAY,1.902,0.19,0.21
4ATEA,266,XRAY,1.1,0.12,0.15
4ATGA,196,XRAY,1.89,0.17,0.21
4ATHA,83,XRAY,1.95,0.2,0.23
4ATMA,243,XRAY,1.783,0.19,0.22
4ATYA,349,XRAY,1.85,0.21,0.27
4AU1A,229,XRAY,1.45,0.16,0.18
4AUCA,323,XRAY,1.6,0.17,0.2
4AUKA,375,XRAY,1.9,0.17,0.21
4AUMA,719,XRAY,1.4,0.12,0.14
4AUPA,123,XRAY,1.9,0.21,0.27
4AVAA,333,XRAY,1.698,0.19,0.23
4AVRA,95,XRAY,1.08,0.15,0.18
4AVSE,204,XRAY,1.399,0.14,0.17
4AW2A,437,XRAY,1.7,0.17,0.19
4AW7A,591,XRAY,1.33,0.14,0.15
4AWEA,387,XRAY,1.4,0.16,0.2
4AWTA,365,XRAY,0.98,0.1,0.11
4AX1B,303,XRAY,1.4,0.13,0.15
4AX2A,142,XRAY,1.88,0.18,0.22
4AXIA,125,XRAY,1.51,0.14,0.18
4AXOA,151,XRAY,1,0.14,0.15
4AXYA,20,XRAY,1.24,0.15,0.17
4AY0A,218,XRAY,1.52,0.17,0.19
4AY7A,348,XRAY,1.8,0.17,0.21
4AYCA,138,XRAY,1.9,0.2,0.23
4AYLA,246,XRAY,1.919,0.18,0.23
4AYOA,447,XRAY,0.85,0.1,0.1
4AZ6A,435,XRAY,1.36,0.12,0.14
4AZ9A,129,XRAY,1.75,0.18,0.2
4B0HA,144,XRAY,1.18,0.12,0.16
4B0MA,136,XRAY,1.8,0.19,0.24
4B0ZA,229,XRAY,1.585,0.19,0.23
4B15A,266,XRAY,1.49,0.15,0.17
4B1MA,185,XRAY,1.1,0.16,0.18
4B1VM,32,XRAY,1.75,0.18,0.22
4B1WM,32,XRAY,1.95,0.18,0.21
4B1XM,32,XRAY,1.8,0.17,0.21
4B1YB,376,XRAY,1.29,0.15,0.17
4B1YM,32,XRAY,1.29,0.15,0.17
4B21A,232,XRAY,1.45,0.21,0.22
4B29A,217,XRAY,1.72,0.16,0.18
4B2FA,214,XRAY,1.88,0.21,0.23
4B2NA,662,XRAY,1.8,0.17,0.22
4B2OA,286,XRAY,1.64,0.16,0.18
4B2ZA,448,XRAY,1.95,0.2,0.24
4B43A,363,XRAY,1.937,0.2,0.23
4B46A,395,XRAY,1.9,0.17,0.21
4B4CA,211,XRAY,1.62,0.19,0.23
4B4DA,262,XRAY,1.5,0.21,0.23
4B4HA,420,XRAY,1.5,0.2,0.23
4B4SA,175,XRAY,1.9,0.2,0.22
4B4UA,303,XRAY,1.45,0.12,0.15
4B5NA,355,XRAY,1.1,0.13,0.14
4B5OA,200,XRAY,1.05,0.13,0.16
4B5QA,217,XRAY,1.75,0.19,0.22
4B60A,321,XRAY,1.83,0.2,0.25
4B62A,157,XRAY,1.45,0.14,0.17
4B63A,501,XRAY,1.9,0.2,0.23
4B6GA,283,XRAY,1.4,0.14,0.15
4B6IA,102,XRAY,1.95,0.18,0.23
4B6MA,84,XRAY,1.59,0.2,0.24
4B6ZA,405,XRAY,1.9,0.17,0.2
4B79A,242,XRAY,1.98,0.19,0.21
4B89A,249,XRAY,1.5,0.19,0.21
4B8EA,195,XRAY,1.779,0.17,0.19
4B8NA,91,XRAY,1.95,0.19,0.25
4B8VA,228,XRAY,1.59,0.2,0.23
4B8XA,147,XRAY,1.25,0.15,0.17
4B93A,189,XRAY,2,0.21,0.25
4B93B,269,XRAY,2,0.21,0.25
4B96A,151,XRAY,1.911,0.15,0.19
4B97A,151,XRAY,1.276,0.14,0.16
4B9CA,150,XRAY,1.171,0.17,0.18
4B9DA,350,XRAY,1.9,0.2,0.22
4B9GA,161,XRAY,1.04,0.16,0.17
4B9IA,149,XRAY,1.5,0.21,0.23
4B9PA,166,XRAY,1.182,0.12,0.15
4BA0A,817,XRAY,1.85,0.17,0.19
4BASA,199,XRAY,2,0.19,0.25
4BATA,301,XRAY,1.3,0.12,0.14
